port,packet_count,byte_count,packet_fraction,byte_fraction
5189,2025,116928,3.0185639356631064e-06,8.040910589016379e-07
5201,2025,116928,3.0185639356631064e-06,8.040910589016379e-07
5205,2025,116928,3.0185639356631064e-06,8.040910589016379e-07
5208,2025,116928,3.0185639356631064e-06,8.040910589016379e-07
5211,2025,116928,3.0185639356631064e-06,8.040910589016379e-07
5212,2025,116928,3.0185639356631064e-06,8.040910589016379e-07
5216,2025,116928,3.0185639356631064e-06,8.040910589016379e-07
5248,2025,116928,3.0185639356631064e-06,8.040910589016379e-07
5251,2025,116928,3.0185639356631064e-06,8.040910589016379e-07
5253,2025,116928,3.0185639356631064e-06,8.040910589016379e-07
5267,2025,116928,3.0185639356631064e-06,8.040910589016379e-07
5277,2025,116928,3.0185639356631064e-06,8.040910589016379e-07
5282,2025,116928,3.0185639356631064e-06,8.040910589016379e-07
5291,2025,116928,3.0185639356631064e-06,8.040910589016379e-07
5311,2025,116928,3.0185639356631064e-06,8.040910589016379e-07
5324,2025,116928,3.0185639356631064e-06,8.040910589016379e-07
5329,2025,116928,3.0185639356631064e-06,8.040910589016379e-07
5332,2025,116928,3.0185639356631064e-06,8.040910589016379e-07
5348,2025,116928,3.0185639356631064e-06,8.040910589016379e-07
5352,2025,116928,3.0185639356631064e-06,8.040910589016379e-07
5371,2025,116928,3.0185639356631064e-06,8.040910589016379e-07
5372,2025,116928,3.0185639356631064e-06,8.040910589016379e-07
5389,2025,116928,3.0185639356631064e-06,8.040910589016379e-07
5397,2025,116928,3.0185639356631064e-06,8.040910589016379e-07
5409,2025,116928,3.0185639356631064e-06,8.040910589016379e-07
5443,2025,116928,3.0185639356631064e-06,8.040910589016379e-07
5456,2025,116928,3.0185639356631064e-06,8.040910589016379e-07
5459,2025,116928,3.0185639356631064e-06,8.040910589016379e-07
5465,2025,116928,3.0185639356631064e-06,8.040910589016379e-07
5479,2025,116928,3.0185639356631064e-06,8.040910589016379e-07
5496,2025,116928,3.0185639356631064e-06,8.040910589016379e-07
2343,2025,116804,3.0185639356631064e-06,8.032383350775426e-07
7970,2024,116892,3.017073286805989e-06,8.038434939204489e-07
7987,2024,116892,3.017073286805989e-06,8.038434939204489e-07
8014,2024,116892,3.017073286805989e-06,8.038434939204489e-07
8019,2024,116892,3.017073286805989e-06,8.038434939204489e-07
8052,2024,116892,3.017073286805989e-06,8.038434939204489e-07
8075,2024,116892,3.017073286805989e-06,8.038434939204489e-07
5511,2024,116880,3.017073286805989e-06,8.037609722600526e-07
5512,2024,116880,3.017073286805989e-06,8.037609722600526e-07
5516,2024,116880,3.017073286805989e-06,8.037609722600526e-07
5521,2024,116880,3.017073286805989e-06,8.037609722600526e-07
5524,2024,116880,3.017073286805989e-06,8.037609722600526e-07
5528,2024,116880,3.017073286805989e-06,8.037609722600526e-07
5554,2024,116880,3.017073286805989e-06,8.037609722600526e-07
5561,2024,116880,3.017073286805989e-06,8.037609722600526e-07
5579,2024,116880,3.017073286805989e-06,8.037609722600526e-07
5586,2024,116880,3.017073286805989e-06,8.037609722600526e-07
5587,2024,116880,3.017073286805989e-06,8.037609722600526e-07
5595,2024,116880,3.017073286805989e-06,8.037609722600526e-07
5609,2024,116880,3.017073286805989e-06,8.037609722600526e-07
5610,2024,116880,3.017073286805989e-06,8.037609722600526e-07
5637,2024,116880,3.017073286805989e-06,8.037609722600526e-07
5642,2024,116880,3.017073286805989e-06,8.037609722600526e-07
5649,2024,116880,3.017073286805989e-06,8.037609722600526e-07
5654,2024,116880,3.017073286805989e-06,8.037609722600526e-07
5658,2024,116880,3.017073286805989e-06,8.037609722600526e-07
5660,2024,116880,3.017073286805989e-06,8.037609722600526e-07
5674,2024,116880,3.017073286805989e-06,8.037609722600526e-07
5682,2024,116880,3.017073286805989e-06,8.037609722600526e-07
5686,2024,116880,3.017073286805989e-06,8.037609722600526e-07
5700,2024,116880,3.017073286805989e-06,8.037609722600526e-07
5710,2024,116880,3.017073286805989e-06,8.037609722600526e-07
5712,2024,116880,3.017073286805989e-06,8.037609722600526e-07
5715,2024,116880,3.017073286805989e-06,8.037609722600526e-07
5721,2024,116880,3.017073286805989e-06,8.037609722600526e-07
5724,2024,116880,3.017073286805989e-06,8.037609722600526e-07
5727,2024,116880,3.017073286805989e-06,8.037609722600526e-07
5729,2024,116880,3.017073286805989e-06,8.037609722600526e-07
5733,2024,116880,3.017073286805989e-06,8.037609722600526e-07
5768,2024,116880,3.017073286805989e-06,8.037609722600526e-07
5770,2024,116880,3.017073286805989e-06,8.037609722600526e-07
5783,2024,116880,3.017073286805989e-06,8.037609722600526e-07
5790,2024,116880,3.017073286805989e-06,8.037609722600526e-07
5804,2024,116880,3.017073286805989e-06,8.037609722600526e-07
5823,2024,116880,3.017073286805989e-06,8.037609722600526e-07
5830,2024,116880,3.017073286805989e-06,8.037609722600526e-07
5833,2024,116880,3.017073286805989e-06,8.037609722600526e-07
5835,2024,116880,3.017073286805989e-06,8.037609722600526e-07
5843,2024,116880,3.017073286805989e-06,8.037609722600526e-07
5847,2024,116880,3.017073286805989e-06,8.037609722600526e-07
5864,2024,116880,3.017073286805989e-06,8.037609722600526e-07
5880,2024,116880,3.017073286805989e-06,8.037609722600526e-07
5892,2024,116880,3.017073286805989e-06,8.037609722600526e-07
5897,2024,116880,3.017073286805989e-06,8.037609722600526e-07
5909,2024,116880,3.017073286805989e-06,8.037609722600526e-07
5918,2024,116880,3.017073286805989e-06,8.037609722600526e-07
5939,2024,116880,3.017073286805989e-06,8.037609722600526e-07
5946,2024,116880,3.017073286805989e-06,8.037609722600526e-07
5967,2024,116880,3.017073286805989e-06,8.037609722600526e-07
5993,2024,116880,3.017073286805989e-06,8.037609722600526e-07
6014,2024,116880,3.017073286805989e-06,8.037609722600526e-07
6019,2024,116880,3.017073286805989e-06,8.037609722600526e-07
6020,2024,116880,3.017073286805989e-06,8.037609722600526e-07
6021,2024,116880,3.017073286805989e-06,8.037609722600526e-07
6031,2024,116880,3.017073286805989e-06,8.037609722600526e-07
6046,2024,116880,3.017073286805989e-06,8.037609722600526e-07
6050,2024,116880,3.017073286805989e-06,8.037609722600526e-07
6051,2024,116880,3.017073286805989e-06,8.037609722600526e-07
6072,2024,116880,3.017073286805989e-06,8.037609722600526e-07
6075,2024,116880,3.017073286805989e-06,8.037609722600526e-07
6076,2024,116880,3.017073286805989e-06,8.037609722600526e-07
6088,2024,116880,3.017073286805989e-06,8.037609722600526e-07
6113,2024,116880,3.017073286805989e-06,8.037609722600526e-07
6134,2024,116880,3.017073286805989e-06,8.037609722600526e-07
6142,2024,116880,3.017073286805989e-06,8.037609722600526e-07
6144,2024,116880,3.017073286805989e-06,8.037609722600526e-07
6151,2024,116880,3.017073286805989e-06,8.037609722600526e-07
6155,2024,116880,3.017073286805989e-06,8.037609722600526e-07
6160,2024,116880,3.017073286805989e-06,8.037609722600526e-07
6169,2024,116880,3.017073286805989e-06,8.037609722600526e-07
6173,2024,116880,3.017073286805989e-06,8.037609722600526e-07
6181,2024,116880,3.017073286805989e-06,8.037609722600526e-07
6194,2024,116880,3.017073286805989e-06,8.037609722600526e-07
6203,2024,116880,3.017073286805989e-06,8.037609722600526e-07
6220,2024,116884,3.017073286805989e-06,8.037884794801847e-07
6235,2024,116880,3.017073286805989e-06,8.037609722600526e-07
6247,2024,116880,3.017073286805989e-06,8.037609722600526e-07
6255,2024,116880,3.017073286805989e-06,8.037609722600526e-07
6265,2024,116880,3.017073286805989e-06,8.037609722600526e-07
6268,2024,116880,3.017073286805989e-06,8.037609722600526e-07
6273,2024,116880,3.017073286805989e-06,8.037609722600526e-07
6281,2024,116880,3.017073286805989e-06,8.037609722600526e-07
6283,2024,116880,3.017073286805989e-06,8.037609722600526e-07
6289,2024,116880,3.017073286805989e-06,8.037609722600526e-07
6298,2024,116880,3.017073286805989e-06,8.037609722600526e-07
6300,2024,116880,3.017073286805989e-06,8.037609722600526e-07
6307,2024,116880,3.017073286805989e-06,8.037609722600526e-07
6328,2024,116880,3.017073286805989e-06,8.037609722600526e-07
6330,2024,116880,3.017073286805989e-06,8.037609722600526e-07
6332,2024,116880,3.017073286805989e-06,8.037609722600526e-07
6364,2024,116880,3.017073286805989e-06,8.037609722600526e-07
6366,2024,116880,3.017073286805989e-06,8.037609722600526e-07
6369,2024,116880,3.017073286805989e-06,8.037609722600526e-07
6402,2024,116880,3.017073286805989e-06,8.037609722600526e-07
6407,2024,116880,3.017073286805989e-06,8.037609722600526e-07
6409,2024,116880,3.017073286805989e-06,8.037609722600526e-07
6421,2024,116880,3.017073286805989e-06,8.037609722600526e-07
6429,2024,116880,3.017073286805989e-06,8.037609722600526e-07
6438,2024,116880,3.017073286805989e-06,8.037609722600526e-07
6451,2024,116880,3.017073286805989e-06,8.037609722600526e-07
6479,2024,116880,3.017073286805989e-06,8.037609722600526e-07
6493,2024,116880,3.017073286805989e-06,8.037609722600526e-07
6513,2024,116880,3.017073286805989e-06,8.037609722600526e-07
6522,2024,116880,3.017073286805989e-06,8.037609722600526e-07
6529,2024,116880,3.017073286805989e-06,8.037609722600526e-07
6549,2024,116880,3.017073286805989e-06,8.037609722600526e-07
6551,2024,116880,3.017073286805989e-06,8.037609722600526e-07
6555,2024,116880,3.017073286805989e-06,8.037609722600526e-07
6557,2024,116880,3.017073286805989e-06,8.037609722600526e-07
6574,2024,116880,3.017073286805989e-06,8.037609722600526e-07
6587,2024,116880,3.017073286805989e-06,8.037609722600526e-07
6589,2024,116880,3.017073286805989e-06,8.037609722600526e-07
6610,2024,116880,3.017073286805989e-06,8.037609722600526e-07
6616,2024,116880,3.017073286805989e-06,8.037609722600526e-07
6618,2024,116880,3.017073286805989e-06,8.037609722600526e-07
6630,2024,116880,3.017073286805989e-06,8.037609722600526e-07
6643,2024,116880,3.017073286805989e-06,8.037609722600526e-07
6674,2024,116880,3.017073286805989e-06,8.037609722600526e-07
6712,2024,116880,3.017073286805989e-06,8.037609722600526e-07
6713,2024,116880,3.017073286805989e-06,8.037609722600526e-07
6715,2024,116880,3.017073286805989e-06,8.037609722600526e-07
6717,2024,116880,3.017073286805989e-06,8.037609722600526e-07
6724,2024,116880,3.017073286805989e-06,8.037609722600526e-07
6728,2024,116880,3.017073286805989e-06,8.037609722600526e-07
6744,2024,116880,3.017073286805989e-06,8.037609722600526e-07
6745,2024,116880,3.017073286805989e-06,8.037609722600526e-07
6746,2024,116880,3.017073286805989e-06,8.037609722600526e-07
6752,2024,116880,3.017073286805989e-06,8.037609722600526e-07
6768,2024,116880,3.017073286805989e-06,8.037609722600526e-07
6771,2024,116880,3.017073286805989e-06,8.037609722600526e-07
6775,2024,116880,3.017073286805989e-06,8.037609722600526e-07
6780,2024,116880,3.017073286805989e-06,8.037609722600526e-07
6790,2024,116880,3.017073286805989e-06,8.037609722600526e-07
6797,2024,116880,3.017073286805989e-06,8.037609722600526e-07
6805,2024,116880,3.017073286805989e-06,8.037609722600526e-07
6815,2024,116880,3.017073286805989e-06,8.037609722600526e-07
6826,2024,116880,3.017073286805989e-06,8.037609722600526e-07
6859,2024,116880,3.017073286805989e-06,8.037609722600526e-07
6861,2024,116880,3.017073286805989e-06,8.037609722600526e-07
6862,2024,116880,3.017073286805989e-06,8.037609722600526e-07
6870,2024,116880,3.017073286805989e-06,8.037609722600526e-07
6886,2024,116880,3.017073286805989e-06,8.037609722600526e-07
6892,2024,116884,3.017073286805989e-06,8.037884794801847e-07
6895,2024,116880,3.017073286805989e-06,8.037609722600526e-07
6897,2024,116880,3.017073286805989e-06,8.037609722600526e-07
6905,2024,116880,3.017073286805989e-06,8.037609722600526e-07
6913,2024,116880,3.017073286805989e-06,8.037609722600526e-07
6915,2024,116880,3.017073286805989e-06,8.037609722600526e-07
6924,2024,116880,3.017073286805989e-06,8.037609722600526e-07
6930,2024,116880,3.017073286805989e-06,8.037609722600526e-07
6946,2024,116880,3.017073286805989e-06,8.037609722600526e-07
6956,2024,116880,3.017073286805989e-06,8.037609722600526e-07
6962,2024,116880,3.017073286805989e-06,8.037609722600526e-07
6964,2024,116880,3.017073286805989e-06,8.037609722600526e-07
6966,2024,116880,3.017073286805989e-06,8.037609722600526e-07
6967,2024,116880,3.017073286805989e-06,8.037609722600526e-07
6979,2024,116880,3.017073286805989e-06,8.037609722600526e-07
6984,2024,116880,3.017073286805989e-06,8.037609722600526e-07
6988,2024,116880,3.017073286805989e-06,8.037609722600526e-07
7018,2024,116880,3.017073286805989e-06,8.037609722600526e-07
7022,2024,116880,3.017073286805989e-06,8.037609722600526e-07
7030,2024,116880,3.017073286805989e-06,8.037609722600526e-07
7036,2024,116880,3.017073286805989e-06,8.037609722600526e-07
7046,2024,116880,3.017073286805989e-06,8.037609722600526e-07
7058,2024,116880,3.017073286805989e-06,8.037609722600526e-07
7063,2024,116880,3.017073286805989e-06,8.037609722600526e-07
7064,2024,116880,3.017073286805989e-06,8.037609722600526e-07
7083,2024,116880,3.017073286805989e-06,8.037609722600526e-07
7109,2024,116884,3.017073286805989e-06,8.037884794801847e-07
7110,2024,116880,3.017073286805989e-06,8.037609722600526e-07
7116,2024,116880,3.017073286805989e-06,8.037609722600526e-07
7133,2024,116884,3.017073286805989e-06,8.037884794801847e-07
7143,2024,116880,3.017073286805989e-06,8.037609722600526e-07
7144,2024,116880,3.017073286805989e-06,8.037609722600526e-07
7155,2024,116880,3.017073286805989e-06,8.037609722600526e-07
7192,2024,116880,3.017073286805989e-06,8.037609722600526e-07
7197,2024,116880,3.017073286805989e-06,8.037609722600526e-07
7205,2024,116880,3.017073286805989e-06,8.037609722600526e-07
7226,2024,116880,3.017073286805989e-06,8.037609722600526e-07
7232,2024,116880,3.017073286805989e-06,8.037609722600526e-07
7243,2024,116880,3.017073286805989e-06,8.037609722600526e-07
7260,2024,116880,3.017073286805989e-06,8.037609722600526e-07
7265,2024,116880,3.017073286805989e-06,8.037609722600526e-07
7276,2024,116880,3.017073286805989e-06,8.037609722600526e-07
7278,2024,116880,3.017073286805989e-06,8.037609722600526e-07
7283,2024,116880,3.017073286805989e-06,8.037609722600526e-07
7286,2024,116880,3.017073286805989e-06,8.037609722600526e-07
7326,2024,116880,3.017073286805989e-06,8.037609722600526e-07
7330,2024,116880,3.017073286805989e-06,8.037609722600526e-07
7336,2024,116880,3.017073286805989e-06,8.037609722600526e-07
7341,2024,116880,3.017073286805989e-06,8.037609722600526e-07
7366,2024,116880,3.017073286805989e-06,8.037609722600526e-07
7379,2024,116880,3.017073286805989e-06,8.037609722600526e-07
7381,2024,116880,3.017073286805989e-06,8.037609722600526e-07
7404,2024,116880,3.017073286805989e-06,8.037609722600526e-07
7415,2024,116880,3.017073286805989e-06,8.037609722600526e-07
7420,2024,116880,3.017073286805989e-06,8.037609722600526e-07
7426,2024,116880,3.017073286805989e-06,8.037609722600526e-07
7427,2024,116880,3.017073286805989e-06,8.037609722600526e-07
7437,2024,116880,3.017073286805989e-06,8.037609722600526e-07
7439,2024,116880,3.017073286805989e-06,8.037609722600526e-07
7459,2024,116880,3.017073286805989e-06,8.037609722600526e-07
7465,2024,116880,3.017073286805989e-06,8.037609722600526e-07
7472,2024,116880,3.017073286805989e-06,8.037609722600526e-07
7490,2024,116880,3.017073286805989e-06,8.037609722600526e-07
7498,2024,116880,3.017073286805989e-06,8.037609722600526e-07
7501,2024,116880,3.017073286805989e-06,8.037609722600526e-07
7506,2024,116880,3.017073286805989e-06,8.037609722600526e-07
7507,2024,116880,3.017073286805989e-06,8.037609722600526e-07
7509,2024,116880,3.017073286805989e-06,8.037609722600526e-07
7510,2024,116880,3.017073286805989e-06,8.037609722600526e-07
7513,2024,116880,3.017073286805989e-06,8.037609722600526e-07
7514,2024,116880,3.017073286805989e-06,8.037609722600526e-07
7527,2024,116880,3.017073286805989e-06,8.037609722600526e-07
7530,2024,116880,3.017073286805989e-06,8.037609722600526e-07
7532,2024,116880,3.017073286805989e-06,8.037609722600526e-07
7551,2024,116880,3.017073286805989e-06,8.037609722600526e-07
7582,2024,116880,3.017073286805989e-06,8.037609722600526e-07
7640,2024,116880,3.017073286805989e-06,8.037609722600526e-07
7644,2024,116880,3.017073286805989e-06,8.037609722600526e-07
7658,2024,116880,3.017073286805989e-06,8.037609722600526e-07
7659,2024,116880,3.017073286805989e-06,8.037609722600526e-07
7671,2024,116880,3.017073286805989e-06,8.037609722600526e-07
7691,2024,116880,3.017073286805989e-06,8.037609722600526e-07
7702,2024,116880,3.017073286805989e-06,8.037609722600526e-07
7703,2024,116880,3.017073286805989e-06,8.037609722600526e-07
7706,2024,116884,3.017073286805989e-06,8.037884794801847e-07
7707,2024,116880,3.017073286805989e-06,8.037609722600526e-07
7709,2024,116880,3.017073286805989e-06,8.037609722600526e-07
7718,2024,116880,3.017073286805989e-06,8.037609722600526e-07
7732,2024,116880,3.017073286805989e-06,8.037609722600526e-07
7737,2024,116880,3.017073286805989e-06,8.037609722600526e-07
7743,2024,116880,3.017073286805989e-06,8.037609722600526e-07
7750,2024,116880,3.017073286805989e-06,8.037609722600526e-07
7769,2024,116880,3.017073286805989e-06,8.037609722600526e-07
7775,2024,116880,3.017073286805989e-06,8.037609722600526e-07
7780,2024,116880,3.017073286805989e-06,8.037609722600526e-07
7781,2024,116880,3.017073286805989e-06,8.037609722600526e-07
7796,2024,116880,3.017073286805989e-06,8.037609722600526e-07
7823,2024,116880,3.017073286805989e-06,8.037609722600526e-07
7828,2024,116880,3.017073286805989e-06,8.037609722600526e-07
7843,2024,116880,3.017073286805989e-06,8.037609722600526e-07
7847,2024,116880,3.017073286805989e-06,8.037609722600526e-07
7849,2024,116880,3.017073286805989e-06,8.037609722600526e-07
7857,2024,116880,3.017073286805989e-06,8.037609722600526e-07
7862,2024,116880,3.017073286805989e-06,8.037609722600526e-07
7869,2024,116880,3.017073286805989e-06,8.037609722600526e-07
7872,2024,116880,3.017073286805989e-06,8.037609722600526e-07
7883,2024,116880,3.017073286805989e-06,8.037609722600526e-07
7897,2024,116880,3.017073286805989e-06,8.037609722600526e-07
7908,2024,116880,3.017073286805989e-06,8.037609722600526e-07
7913,2024,116880,3.017073286805989e-06,8.037609722600526e-07
7926,2024,116880,3.017073286805989e-06,8.037609722600526e-07
2948,2024,116868,3.017073286805989e-06,8.036784505996563e-07
2977,2024,116868,3.017073286805989e-06,8.036784505996563e-07
3020,2024,116868,3.017073286805989e-06,8.036784505996563e-07
3025,2024,116868,3.017073286805989e-06,8.036784505996563e-07
3032,2024,116868,3.017073286805989e-06,8.036784505996563e-07
3042,2024,116868,3.017073286805989e-06,8.036784505996563e-07
3043,2024,116868,3.017073286805989e-06,8.036784505996563e-07
3044,2024,116868,3.017073286805989e-06,8.036784505996563e-07
3047,2024,116868,3.017073286805989e-06,8.036784505996563e-07
3061,2024,116868,3.017073286805989e-06,8.036784505996563e-07
3065,2024,116868,3.017073286805989e-06,8.036784505996563e-07
3067,2024,116868,3.017073286805989e-06,8.036784505996563e-07
3068,2024,116868,3.017073286805989e-06,8.036784505996563e-07
3073,2024,116868,3.017073286805989e-06,8.036784505996563e-07
3078,2024,116868,3.017073286805989e-06,8.036784505996563e-07
3079,2024,116868,3.017073286805989e-06,8.036784505996563e-07
3081,2024,116868,3.017073286805989e-06,8.036784505996563e-07
3082,2024,116868,3.017073286805989e-06,8.036784505996563e-07
3085,2024,116868,3.017073286805989e-06,8.036784505996563e-07
3086,2024,116868,3.017073286805989e-06,8.036784505996563e-07
3087,2024,116868,3.017073286805989e-06,8.036784505996563e-07
3088,2024,116868,3.017073286805989e-06,8.036784505996563e-07
3094,2024,116868,3.017073286805989e-06,8.036784505996563e-07
3098,2024,116868,3.017073286805989e-06,8.036784505996563e-07
3110,2024,116868,3.017073286805989e-06,8.036784505996563e-07
3112,2024,116868,3.017073286805989e-06,8.036784505996563e-07
3115,2024,116868,3.017073286805989e-06,8.036784505996563e-07
3118,2024,116868,3.017073286805989e-06,8.036784505996563e-07
3127,2024,116868,3.017073286805989e-06,8.036784505996563e-07
3133,2024,116868,3.017073286805989e-06,8.036784505996563e-07
3134,2024,116868,3.017073286805989e-06,8.036784505996563e-07
3146,2024,116868,3.017073286805989e-06,8.036784505996563e-07
3153,2024,116868,3.017073286805989e-06,8.036784505996563e-07
3163,2024,116868,3.017073286805989e-06,8.036784505996563e-07
3164,2024,116868,3.017073286805989e-06,8.036784505996563e-07
3174,2024,116868,3.017073286805989e-06,8.036784505996563e-07
3175,2024,116868,3.017073286805989e-06,8.036784505996563e-07
3176,2024,116868,3.017073286805989e-06,8.036784505996563e-07
3185,2024,116868,3.017073286805989e-06,8.036784505996563e-07
3187,2024,116868,3.017073286805989e-06,8.036784505996563e-07
3194,2024,116868,3.017073286805989e-06,8.036784505996563e-07
3198,2024,116868,3.017073286805989e-06,8.036784505996563e-07
3200,2024,116868,3.017073286805989e-06,8.036784505996563e-07
3205,2024,116868,3.017073286805989e-06,8.036784505996563e-07
3208,2024,116868,3.017073286805989e-06,8.036784505996563e-07
3214,2024,116868,3.017073286805989e-06,8.036784505996563e-07
3217,2024,116868,3.017073286805989e-06,8.036784505996563e-07
3218,2024,116868,3.017073286805989e-06,8.036784505996563e-07
3225,2024,116868,3.017073286805989e-06,8.036784505996563e-07
3230,2024,116868,3.017073286805989e-06,8.036784505996563e-07
3239,2024,116868,3.017073286805989e-06,8.036784505996563e-07
3240,2024,116868,3.017073286805989e-06,8.036784505996563e-07
3242,2024,116868,3.017073286805989e-06,8.036784505996563e-07
3252,2024,116868,3.017073286805989e-06,8.036784505996563e-07
3254,2024,116868,3.017073286805989e-06,8.036784505996563e-07
3259,2024,116868,3.017073286805989e-06,8.036784505996563e-07
3267,2024,116868,3.017073286805989e-06,8.036784505996563e-07
3271,2024,116868,3.017073286805989e-06,8.036784505996563e-07
3273,2024,116868,3.017073286805989e-06,8.036784505996563e-07
3277,2024,116868,3.017073286805989e-06,8.036784505996563e-07
3279,2024,116868,3.017073286805989e-06,8.036784505996563e-07
3298,2024,116868,3.017073286805989e-06,8.036784505996563e-07
3302,2024,116868,3.017073286805989e-06,8.036784505996563e-07
3309,2024,116868,3.017073286805989e-06,8.036784505996563e-07
3332,2024,116868,3.017073286805989e-06,8.036784505996563e-07
3334,2024,116868,3.017073286805989e-06,8.036784505996563e-07
3335,2024,116868,3.017073286805989e-06,8.036784505996563e-07
3337,2024,116868,3.017073286805989e-06,8.036784505996563e-07
3344,2024,116868,3.017073286805989e-06,8.036784505996563e-07
3346,2024,116868,3.017073286805989e-06,8.036784505996563e-07
3350,2024,116868,3.017073286805989e-06,8.036784505996563e-07
3352,2024,116868,3.017073286805989e-06,8.036784505996563e-07
3354,2024,116868,3.017073286805989e-06,8.036784505996563e-07
3364,2024,116868,3.017073286805989e-06,8.036784505996563e-07
3376,2024,116868,3.017073286805989e-06,8.036784505996563e-07
3379,2024,116868,3.017073286805989e-06,8.036784505996563e-07
3382,2024,116868,3.017073286805989e-06,8.036784505996563e-07
3384,2024,116868,3.017073286805989e-06,8.036784505996563e-07
3392,2024,116868,3.017073286805989e-06,8.036784505996563e-07
3396,2024,116868,3.017073286805989e-06,8.036784505996563e-07
3399,2024,116868,3.017073286805989e-06,8.036784505996563e-07
3403,2024,116868,3.017073286805989e-06,8.036784505996563e-07
3405,2024,116868,3.017073286805989e-06,8.036784505996563e-07
3413,2024,116868,3.017073286805989e-06,8.036784505996563e-07
3418,2024,116868,3.017073286805989e-06,8.036784505996563e-07
3426,2024,116868,3.017073286805989e-06,8.036784505996563e-07
3427,2024,116868,3.017073286805989e-06,8.036784505996563e-07
3432,2024,116868,3.017073286805989e-06,8.036784505996563e-07
3436,2024,116868,3.017073286805989e-06,8.036784505996563e-07
3437,2024,116868,3.017073286805989e-06,8.036784505996563e-07
3438,2024,116868,3.017073286805989e-06,8.036784505996563e-07
3440,2024,116868,3.017073286805989e-06,8.036784505996563e-07
3442,2024,116868,3.017073286805989e-06,8.036784505996563e-07
3448,2024,116868,3.017073286805989e-06,8.036784505996563e-07
3449,2024,116868,3.017073286805989e-06,8.036784505996563e-07
3462,2024,116868,3.017073286805989e-06,8.036784505996563e-07
3467,2024,116868,3.017073286805989e-06,8.036784505996563e-07
3472,2024,116868,3.017073286805989e-06,8.036784505996563e-07
3477,2024,116868,3.017073286805989e-06,8.036784505996563e-07
3483,2024,116868,3.017073286805989e-06,8.036784505996563e-07
3485,2024,116868,3.017073286805989e-06,8.036784505996563e-07
3486,2024,116868,3.017073286805989e-06,8.036784505996563e-07
3490,2024,116868,3.017073286805989e-06,8.036784505996563e-07
3491,2024,116868,3.017073286805989e-06,8.036784505996563e-07
3501,2024,116868,3.017073286805989e-06,8.036784505996563e-07
3504,2024,116868,3.017073286805989e-06,8.036784505996563e-07
3512,2024,116868,3.017073286805989e-06,8.036784505996563e-07
3518,2024,116868,3.017073286805989e-06,8.036784505996563e-07
3519,2024,116868,3.017073286805989e-06,8.036784505996563e-07
3522,2024,116868,3.017073286805989e-06,8.036784505996563e-07
3523,2024,116868,3.017073286805989e-06,8.036784505996563e-07
3529,2024,116868,3.017073286805989e-06,8.036784505996563e-07
3531,2024,116868,3.017073286805989e-06,8.036784505996563e-07
3532,2024,116868,3.017073286805989e-06,8.036784505996563e-07
3541,2024,116868,3.017073286805989e-06,8.036784505996563e-07
3542,2024,116868,3.017073286805989e-06,8.036784505996563e-07
3548,2024,116868,3.017073286805989e-06,8.036784505996563e-07
3550,2024,116868,3.017073286805989e-06,8.036784505996563e-07
3552,2024,116868,3.017073286805989e-06,8.036784505996563e-07
3556,2024,116868,3.017073286805989e-06,8.036784505996563e-07
3566,2024,116868,3.017073286805989e-06,8.036784505996563e-07
3571,2024,116868,3.017073286805989e-06,8.036784505996563e-07
3573,2024,116868,3.017073286805989e-06,8.036784505996563e-07
3577,2024,116868,3.017073286805989e-06,8.036784505996563e-07
3579,2024,116868,3.017073286805989e-06,8.036784505996563e-07
3582,2024,116868,3.017073286805989e-06,8.036784505996563e-07
3586,2024,116868,3.017073286805989e-06,8.036784505996563e-07
3588,2024,116868,3.017073286805989e-06,8.036784505996563e-07
3592,2024,116868,3.017073286805989e-06,8.036784505996563e-07
3593,2024,116868,3.017073286805989e-06,8.036784505996563e-07
3602,2024,116868,3.017073286805989e-06,8.036784505996563e-07
3605,2024,116868,3.017073286805989e-06,8.036784505996563e-07
3606,2024,116868,3.017073286805989e-06,8.036784505996563e-07
3613,2024,116868,3.017073286805989e-06,8.036784505996563e-07
3614,2024,116868,3.017073286805989e-06,8.036784505996563e-07
3617,2024,116868,3.017073286805989e-06,8.036784505996563e-07
3619,2024,116868,3.017073286805989e-06,8.036784505996563e-07
3622,2024,116868,3.017073286805989e-06,8.036784505996563e-07
3623,2024,116868,3.017073286805989e-06,8.036784505996563e-07
3624,2024,116868,3.017073286805989e-06,8.036784505996563e-07
3626,2024,116868,3.017073286805989e-06,8.036784505996563e-07
3633,2024,116868,3.017073286805989e-06,8.036784505996563e-07
3634,2024,116868,3.017073286805989e-06,8.036784505996563e-07
3635,2024,116868,3.017073286805989e-06,8.036784505996563e-07
3640,2024,116868,3.017073286805989e-06,8.036784505996563e-07
3644,2024,116868,3.017073286805989e-06,8.036784505996563e-07
3645,2024,116868,3.017073286805989e-06,8.036784505996563e-07
3662,2024,116868,3.017073286805989e-06,8.036784505996563e-07
3663,2024,116868,3.017073286805989e-06,8.036784505996563e-07
3667,2024,116868,3.017073286805989e-06,8.036784505996563e-07
3668,2024,116868,3.017073286805989e-06,8.036784505996563e-07
3669,2024,116868,3.017073286805989e-06,8.036784505996563e-07
3674,2024,116868,3.017073286805989e-06,8.036784505996563e-07
3675,2024,116868,3.017073286805989e-06,8.036784505996563e-07
3683,2024,116868,3.017073286805989e-06,8.036784505996563e-07
